housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,x,y
16.0,3299.0,610.0,1967.0,604.0,5.5085,223300.0,3,217168.24787929392,-484515.3227137141
10.0,3580.0,491.0,1688.0,467.0,7.7814,288700.0,3,219902.5412884291,-482236.58811832406
2.0,7826.0,893.0,2985.0,790.0,10.1531,484100.0,3,220858.05464944884,-483313.579543822
10.0,4814.0,643.0,1808.0,588.0,8.798,436600.0,3,219022.30020563904,-484471.6185643887
11.0,2422.0,429.0,810.0,395.0,6.1935,293200.0,3,219001.52211152948,-483359.4818622777
4.0,6842.0,1512.0,3256.0,1439.0,5.4132,216600.0,3,218968.27561672448,-482260.51061153226
9.0,4257.0,785.0,1293.0,745.0,3.7139,196700.0,3,219984.0249342026,-485562.2911648797
6.0,3068.0,549.0,985.0,536.0,4.2009,238000.0,3,219953.6492406075,-484445.7811450553
15.0,2708.0,410.0,1140.0,389.0,6.2899,275000.0,3,218125.34559306927,-485603.9412172898
16.0,3970.0,771.0,1202.0,734.0,3.4115,184800.0,3,219050.73982423323,-485585.02191866655
16.0,5175.0,799.0,2717.0,813.0,6.1493,257800.0,3,217201.92115841777,-485629.82990245847
14.0,5232.0,810.0,3041.0,839.0,5.826,247900.0,3,219084.65248593327,-486686.5559318927
13.0,2319.0,430.0,1004.0,380.0,5.133,316100.0,3,218182.35753676182,-487823.6531949793
4.0,3274.0,383.0,1312.0,390.0,8.1611,348000.0,3,219136.68715477033,-488904.84060430527
5.0,1998.0,500.0,1185.0,446.0,4.3542,195600.0,3,218263.43323462465,-491143.60847886093
2.0,2411.0,354.0,703.0,217.0,7.8061,331400.0,3,218238.2357882763,-490035.7448304454
16.0,2483.0,443.0,1357.0,400.0,5.5545,214200.0,3,217335.65414548977,-491173.2229075013
8.0,2649.0,340.0,1238.0,354.0,8.0409,337900.0,3,218208.00235257257,-488925.5586825269
16.0,2102.0,350.0,1003.0,328.0,4.7981,170800.0,3,216492.5303790037,-494516.907358943
15.0,2423.0,435.0,1366.0,423.0,4.8906,181800.0,3,216484.56884090407,-494513.73092620913
6.0,3157.0,721.0,1695.0,710.0,3.7609,222300.0,3,216458.449200345,-493405.8356218985
4.0,3289.0,728.0,1345.0,632.0,4.6863,184400.0,3,216430.1526174211,-492302.4766314025
15.0,1743.0,254.0,943.0,274.0,5.9339,286000.0,3,219354.269470029,-497777.40359024284
14.0,1343.0,175.0,650.0,184.0,7.2648,363200.0,3,219355.69725503758,-497774.50350156054
15.0,426.0,62.0,133.0,45.0,5.136,447400.0,3,227695.60270210233,-496447.65097729117
3.0,2993.0,429.0,991.0,390.0,10.0765,378200.0,3,223724.184708115,-486568.2398858112
5.0,5348.0,659.0,1862.0,555.0,11.0567,495400.0,3,224674.939718654,-487655.0492771887
3.0,8874.0,1302.0,3191.0,1027.0,6.8588,302000.0,3,232917.09510832996,-483012.21423333045
29.0,1223.0,215.0,633.0,204.0,6.5143,279800.0,3,223550.92012002063,-479928.2747125365
6.0,454.0,102.0,213.0,43.0,10.9704,483300.0,3,229064.0800783987,-477558.7023135545
3.0,1206.0,256.0,563.0,287.0,5.1589,167800.0,3,223577.535842321,-481027.18069366645
4.0,3305.0,644.0,1693.0,597.0,5.2497,215000.0,3,224512.6505229843,-481009.12268932257
4.0,2000.0,422.0,833.0,386.0,5.7709,190300.0,3,224537.3625120074,-482116.8575890106
4.0,1318.0,218.0,673.0,225.0,6.0722,260800.0,3,223577.59908484571,-481034.5815379615
2.0,4860.0,1193.0,2332.0,1073.0,4.5022,151900.0,3,223606.74133080925,-482142.7773512313
4.0,3134.0,504.0,1599.0,485.0,6.2464,233900.0,3,222681.38065877534,-482166.15761295334
3.0,4541.0,720.0,1600.0,583.0,6.8004,284900.0,3,221699.83028607687,-479967.42944112746
6.0,5221.0,1217.0,2597.0,1119.0,4.6076,204000.0,3,218948.17898827145,-481149.5088525857
4.0,1793.0,390.0,897.0,386.0,4.2463,182800.0,3,223606.74712774812,-482134.58685427904
4.0,1606.0,498.0,815.0,426.0,3.375,500001.0,3,224537.12585274084,-482115.73633034853
2.0,4678.0,817.0,1970.0,712.0,6.1078,219000.0,3,221806.1389496424,-484398.8415472666
7.0,6814.0,785.0,2175.0,681.0,10.49,500001.0,3,218371.3586659505,-495576.64131817967
23.0,2656.0,515.0,998.0,435.0,4.0294,500001.0,1,221462.3886329948,-507701.9017773736
12.0,5744.0,1054.0,2104.0,847.0,5.1482,500001.0,1,220652.01847008438,-512154.7359091691
35.0,2556.0,404.0,946.0,399.0,6.1557,402900.0,1,222424.47729657358,-508785.86488584103
31.0,3959.0,856.0,1919.0,775.0,4.0313,282000.0,1,222396.74345155165,-507672.57239831844
29.0,2193.0,389.0,922.0,387.0,4.5476,309200.0,1,223359.7663711626,-508767.0153916944
4.0,1812.0,255.0,661.0,211.0,6.487,294200.0,1,221326.81332045334,-502162.07725878945
5.0,3549.0,604.0,1571.0,534.0,5.3705,363500.0,1,220450.42878853032,-504402.55331384204
4.0,1969.0,280.0,805.0,271.0,7.6012,310800.0,1,220402.35199813734,-502178.05425640615
6.0,950.0,184.0,426.0,186.0,4.7237,220700.0,1,222317.46455178544,-504352.0011114399
7.0,7684.0,1088.0,2812.0,1057.0,6.3401,387300.0,1,220423.72240750073,-503286.55050642695
25.0,2174.0,428.0,603.0,352.0,3.3967,249400.0,1,218672.27483443537,-507768.4812335372
27.0,334.0,56.0,130.0,46.0,4.875,284100.0,1,219523.93586539733,-504419.4584145704
27.0,1835.0,413.0,1221.0,377.0,3.2232,247100.0,1,221441.37164840428,-506587.8758479031
27.0,3858.0,1062.0,2321.0,873.0,3.3155,231000.0,1,221439.23396622334,-506596.64794152556
24.0,1296.0,384.0,850.0,367.0,2.7545,231300.0,1,221442.61518771618,-506595.43644869374
17.0,2737.0,654.0,910.0,492.0,3.5729,370800.0,1,218733.91329836677,-509982.4936093064
23.0,4052.0,955.0,1950.0,859.0,4.0647,240600.0,1,221435.09605721122,-506594.8747116425
33.0,1150.0,383.0,604.0,317.0,2.3545,187500.0,1,222369.35677202645,-506568.19030117523
27.0,1005.0,266.0,460.0,243.0,3.1029,190600.0,1,221466.67348649426,-507697.1672754418
27.0,1444.0,412.0,597.0,311.0,3.1395,310000.0,1,221467.49597010543,-507700.3223475432
4.0,2369.0,566.0,996.0,435.0,5.4031,243800.0,1,223242.3488745541,-504332.99530098215
3.0,5813.0,1264.0,2363.0,1041.0,4.3897,341300.0,1,224205.19033461402,-505410.966969369
22.0,3167.0,743.0,1797.0,642.0,4.0076,252100.0,1,224312.475262799,-509843.593107027
17.0,2248.0,448.0,878.0,423.0,5.1298,246000.0,1,224287.78283076303,-508735.39540224615
23.0,2482.0,461.0,1048.0,425.0,4.665,280600.0,1,223331.25844221792,-507654.70250777714
24.0,2303.0,399.0,851.0,379.0,3.9875,346500.0,1,222372.19791368733,-506573.5887097558
21.0,3951.0,562.0,1392.0,543.0,5.1439,414000.0,1,223303.74600154828,-506543.4198030974
17.0,2036.0,272.0,713.0,265.0,6.5954,346200.0,1,222337.88462464354,-505465.08549375366
14.0,3223.0,484.0,1230.0,488.0,6.5964,358800.0,1,224226.78208018883,-506519.1218242026
22.0,2728.0,616.0,1081.0,566.0,1.6393,500001.0,3,216680.36132120594,-502278.00935778813
24.0,3571.0,722.0,1409.0,543.0,4.6518,277800.0,3,216708.85348705042,-503379.3175067534
25.0,2994.0,519.0,903.0,410.0,6.6852,500001.0,3,216757.31356616705,-505594.4452879573
18.0,1679.0,271.0,783.0,257.0,5.3999,300000.0,3,216707.66044847085,-503387.3907483937
26.0,2073.0,370.0,952.0,340.0,5.0877,288100.0,3,217638.5914171102,-503359.6173579884
28.0,1261.0,233.0,609.0,242.0,5.1024,312700.0,3,217631.80370653496,-503357.2975894925
22.0,809.0,180.0,334.0,157.0,2.3846,500001.0,3,217584.99829527916,-501143.4954425022
16.0,2223.0,454.0,628.0,382.0,4.3603,248800.0,3,218487.02548289785,-500017.776089957
3.0,2516.0,429.0,781.0,337.0,5.6197,271600.0,3,219411.82317971738,-499990.78950149333
10.0,3484.0,582.0,1469.0,556.0,5.4188,402200.0,3,218509.54841850224,-501124.13710585004
6.0,1638.0,188.0,572.0,174.0,13.0502,500001.0,3,218512.62992693012,-501125.93159026373
12.0,3619.0,536.0,1506.0,492.0,7.2013,353600.0,3,220311.19744646034,-498861.08623176115
4.0,2320.0,405.0,1408.0,477.0,6.3369,256000.0,1,220399.61001763988,-502178.20188362524
19.0,7034.0,1139.0,2824.0,1068.0,6.0873,277300.0,3,218568.82619123964,-503336.07590045454
12.0,2007.0,397.0,1033.0,373.0,5.6754,275900.0,3,219443.86878039833,-501097.7276596511
15.0,7468.0,1275.0,3033.0,1217.0,5.49,239300.0,1,218591.30589823055,-504445.25168996956
31.0,5112.0,778.0,1530.0,648.0,10.3983,500001.0,3,211043.27913478244,-500192.8226009235
38.0,3832.0,809.0,1332.0,636.0,5.0044,381200.0,3,208286.17231729708,-501369.97793841874
29.0,1720.0,269.0,612.0,258.0,7.8239,500001.0,3,210065.54039645524,-498000.56429516384
3.0,6388.0,920.0,2129.0,819.0,7.8915,420600.0,3,210941.29979229817,-495756.7930016597
13.0,4866.0,812.0,1909.0,733.0,4.9821,244800.0,3,211845.74183772458,-494628.14681001706
14.0,1672.0,295.0,704.0,293.0,5.1129,251300.0,3,211872.49746743205,-495742.55956022907
17.0,3617.0,597.0,1176.0,571.0,5.133,324000.0,3,211919.10309319905,-497952.4755114578
4.0,3623.0,734.0,1129.0,530.0,5.7281,500001.0,3,211973.85693047702,-500175.0092619695
17.0,2168.0,290.0,654.0,279.0,9.8321,500001.0,3,211043.08763397066,-500192.2298312406
5.0,4549.0,786.0,1238.0,632.0,6.1785,295900.0,3,210996.36415895898,-497980.0583589389
19.0,3562.0,439.0,1584.0,470.0,6.4211,288100.0,3,214469.0504353419,-487912.5878049191
24.0,1956.0,262.0,969.0,256.0,6.8154,265900.0,3,215399.96027820613,-487894.14053142024
17.0,2150.0,361.0,1194.0,335.0,5.4622,227000.0,3,214464.85168711116,-487917.0220290008
16.0,2092.0,489.0,877.0,392.0,3.0461,216900.0,3,213537.10411266284,-487937.66800943995
16.0,2205.0,393.0,1333.0,402.0,3.475,279500.0,3,214465.92325505408,-487912.7242941465
12.0,3258.0,421.0,1464.0,435.0,6.5413,332000.0,3,214470.1135952521,-487915.02327804733
13.0,3320.0,426.0,1432.0,431.0,7.9283,348100.0,3,214500.13691581023,-489024.3631587601
12.0,3473.0,466.0,1569.0,450.0,8.8636,314000.0,3,215427.92721509116,-488997.0057522147
5.0,6678.0,1011.0,2877.0,982.0,7.5177,330000.0,3,214519.03036117475,-490131.96519823046
8.0,2327.0,263.0,899.0,236.0,14.9009,500001.0,3,215419.72462138155,-488993.5930349226
8.0,2887.0,351.0,1176.0,351.0,10.3953,500001.0,3,214520.04833749123,-490134.54594195355
7.0,4458.0,731.0,1731.0,704.0,6.126,285600.0,3,215751.44863081805,-502293.58946760604
15.0,1786.0,299.0,727.0,293.0,5.0527,231400.0,3,215719.68739726965,-501186.19961428037
17.0,2232.0,372.0,1072.0,385.0,4.245,214500.0,3,215696.62102476772,-500082.23504803004
16.0,3084.0,724.0,2557.0,690.0,2.8357,106300.0,3,215691.32401721217,-500078.7992802528
15.0,2782.0,579.0,983.0,525.0,2.1935,183300.0,3,216628.7161565723,-500060.4042397402
10.0,366.0,61.0,128.0,61.0,8.163,250000.0,3,216627.94119484854,-500059.5419861316
19.0,2930.0,428.0,1481.0,430.0,6.323,480800.0,3,215641.56269470934,-497867.9986885856
18.0,4173.0,625.0,1649.0,634.0,6.3568,294300.0,3,215697.0503265527,-500079.9490935486
25.0,3240.0,481.0,1462.0,497.0,6.1815,288500.0,3,214789.5307480685,-501210.0149989091
13.0,2020.0,378.0,679.0,290.0,5.756,305600.0,3,214817.93710777198,-502320.84882764146
16.0,1956.0,346.0,862.0,326.0,4.4732,186300.0,3,217530.34211470222,-498932.6431454262
17.0,2112.0,480.0,1893.0,433.0,4.0388,120400.0,3,216569.6810675446,-497847.6318667955
18.0,1645.0,393.0,1490.0,355.0,3.4792,126400.0,3,216574.46576953027,-497843.6610521893
19.0,1258.0,246.0,545.0,227.0,2.9762,184400.0,3,216569.55184599388,-497844.7313100919
23.0,3499.0,722.0,1480.0,634.0,3.86,300000.0,3,214823.36385992044,-502322.0815902641
20.0,1577.0,363.0,764.0,333.0,4.1563,320800.0,3,213886.3967321473,-502339.37783872616
21.0,2208.0,534.0,1423.0,482.0,3.5915,305600.0,3,213887.70995777898,-502341.26870426675
19.0,2595.0,621.0,1728.0,571.0,3.668,243800.0,3,214819.25565683647,-502325.6739467792
21.0,1857.0,399.0,881.0,380.0,3.8403,350000.0,3,213893.7197785252,-502339.8051554556
5.0,1889.0,359.0,616.0,246.0,3.8992,500001.0,3,212137.8121038319,-506820.58839838905
5.0,2262.0,427.0,1016.0,402.0,6.065,315500.0,3,215528.34956173663,-493427.39186090045
5.0,2840.0,403.0,1363.0,403.0,7.618,341400.0,3,215561.39846730477,-494544.3714794619
5.0,3621.0,632.0,1546.0,567.0,5.753,322800.0,3,215612.61389749814,-496761.2422336694
9.0,3856.0,571.0,1646.0,576.0,6.8007,318300.0,3,214600.35263691747,-493451.1628953805
20.0,1767.0,280.0,801.0,284.0,6.5394,272000.0,3,214630.12925694068,-494563.60463526566
17.0,5041.0,778.0,2396.0,801.0,6.0868,282900.0,3,214660.12569327082,-495669.75465201493
4.0,2142.0,625.0,1176.0,483.0,3.4455,325000.0,3,214684.69865475135,-496781.5504646525
2.0,5261.0,763.0,1460.0,599.0,6.8279,279000.0,3,213783.19505023948,-497905.0452060527
3.0,7374.0,1444.0,3214.0,1279.0,4.538,278200.0,3,214680.18384739276,-496781.86871533375
5.0,6698.0,1254.0,2834.0,1139.0,5.9088,288500.0,3,213726.94567377568,-495688.661073491
17.0,2486.0,417.0,876.0,361.0,6.1007,340900.0,3,212830.65905783992,-496826.68854667526
11.0,2198.0,252.0,883.0,281.0,13.1477,487000.0,3,212852.29451600095,-497932.9824312986
12.0,4676.0,698.0,1543.0,598.0,6.379,500001.0,3,212857.34945585017,-497932.5227137748
2.0,10008.0,1453.0,3550.0,1139.0,10.1122,500001.0,3,215475.61913333763,-491212.8918164298
4.0,1764.0,220.0,705.0,224.0,8.3275,384200.0,3,214603.31728491414,-493457.1082460177
3.0,1618.0,266.0,710.0,246.0,6.0743,274300.0,3,214608.04756033025,-493457.74129458517
4.0,4956.0,693.0,1802.0,625.0,7.9338,354700.0,3,213701.07233060114,-494589.7030194993
12.0,2459.0,390.0,1054.0,391.0,7.1736,262100.0,3,213678.1248503236,-493478.1693299725
2.0,2112.0,305.0,703.0,261.0,6.9343,298500.0,3,213651.386588828,-492366.50351816975
3.0,2443.0,637.0,1033.0,548.0,4.1379,183300.0,3,213652.04724097293,-492366.859182396
4.0,3283.0,911.0,1512.0,782.0,3.3125,138500.0,3,213618.78248794557,-491256.7090986953
7.0,4907.0,577.0,1883.0,556.0,10.4415,453800.0,3,212769.05708783417,-494605.70684092026
15.0,2460.0,368.0,962.0,320.0,7.3878,318300.0,3,212772.4135062476,-494607.36425395496
2.0,2530.0,562.0,1066.0,510.0,4.6336,187500.0,3,212662.4770892909,-490170.385161574
9.0,1204.0,355.0,469.0,293.0,3.6196,119900.0,3,213616.33491392306,-491258.6286552758
4.0,3289.0,753.0,1285.0,651.0,4.045,226000.0,3,212691.6530078248,-491283.35369490786
6.0,3673.0,881.0,1846.0,768.0,4.877,144300.0,3,212692.83620225044,-491285.37707085535
4.0,2428.0,401.0,959.0,386.0,6.2661,268500.0,3,215639.930785184,-497860.76250238856
4.0,1223.0,275.0,505.0,244.0,4.6607,173000.0,3,214707.75416781096,-497892.1652609729
4.0,2351.0,445.0,834.0,397.0,5.5677,245400.0,3,213810.2765059918,-499021.4899794394
5.0,1680.0,254.0,617.0,231.0,8.583,397700.0,3,212909.11233967316,-500154.79033925664
4.0,7474.0,1037.0,2969.0,1007.0,8.7591,434700.0,3,213810.23880923705,-499016.27522217855
10.0,3458.0,638.0,1156.0,470.0,6.3579,336700.0,3,213866.41263376115,-501232.35641969275
6.0,16590.0,2696.0,6223.0,2357.0,6.3088,340300.0,3,213862.31459388885,-501233.9526724019
14.0,3894.0,672.0,1490.0,629.0,6.5206,368500.0,3,212956.10945573525,-502367.8378316425
9.0,6564.0,1316.0,1720.0,904.0,4.89,454100.0,3,210198.4754695905,-503539.1383746695
17.0,2681.0,454.0,830.0,410.0,5.5507,345700.0,3,212956.2641182725,-502368.6060242811
29.0,5650.0,1084.0,3985.0,1056.0,2.8192,162500.0,3,213329.41495494518,-479066.1861465592
14.0,4321.0,582.0,2025.0,578.0,8.3634,355100.0,3,207686.3630562698,-475872.6918293834
15.0,2849.0,537.0,878.0,520.0,3.2841,158300.0,3,208610.02684521716,-475849.1434249552
12.0,4025.0,574.0,2042.0,588.0,7.9125,344900.0,3,207710.84329705648,-476980.8613603674
15.0,2102.0,295.0,1060.0,303.0,7.3141,337100.0,3,206758.87656128636,-475897.20800759597
3.0,3636.0,749.0,1486.0,696.0,5.5464,207500.0,3,206781.87553897285,-477003.2264576382
4.0,2446.0,622.0,1315.0,560.0,3.7147,137500.0,3,206779.95298452207,-477010.75586003624
16.0,5805.0,852.0,2356.0,795.0,6.1062,274600.0,3,214334.50218561236,-482373.8885109592
16.0,3774.0,456.0,1587.0,430.0,8.6088,307400.0,3,212480.53756789747,-482414.6878638682
16.0,3388.0,492.0,1249.0,463.0,6.1863,355600.0,3,213402.60767503065,-482389.5588985495
14.0,2945.0,356.0,1293.0,335.0,8.111,308900.0,3,212508.2791253499,-483524.5486145746
16.0,1565.0,274.0,950.0,280.0,5.8399,220600.0,3,212530.5082085388,-484630.31300808676
16.0,2497.0,500.0,1357.0,456.0,4.5909,241800.0,3,212529.4209283127,-484631.41290738946
16.0,1641.0,354.0,945.0,318.0,3.4261,219700.0,3,212531.5657571435,-484629.83364173584
16.0,4428.0,745.0,1525.0,682.0,5.2325,286800.0,3,213463.55108783697,-484615.6515393127
16.0,1230.0,242.0,380.0,246.0,2.2969,67500.0,3,211580.7556221167,-483541.8652869668
19.0,2957.0,492.0,1639.0,495.0,5.0686,225600.0,3,213483.42480758321,-485723.8167518559
23.0,3038.0,473.0,1501.0,436.0,5.5584,241700.0,3,213454.92367871568,-484611.8493507239
22.0,2520.0,387.0,1338.0,391.0,5.8898,242800.0,3,212553.660432748,-485738.04280323954
11.0,4508.0,618.0,1993.0,573.0,10.4498,386100.0,3,207652.5165579025,-474768.038438587
14.0,3011.0,388.0,1359.0,371.0,7.9739,368700.0,3,207657.78123043632,-474763.14580425434
10.0,2464.0,347.0,1241.0,366.0,8.7603,362500.0,3,208585.96221032387,-474743.30642109737
15.0,941.0,266.0,366.0,248.0,4.3636,148400.0,3,207658.86841657135,-474765.15574957477
15.0,1010.0,350.0,470.0,342.0,3.2229,108300.0,3,207685.98742781364,-475870.03991539637
18.0,328.0,68.0,391.0,60.0,4.1167,87500.0,3,209479.95836532878,-473619.92265657475
11.0,2630.0,327.0,1256.0,352.0,8.2953,350500.0,3,214306.1473204264,-481260.0308897379
5.0,4246.0,689.0,1933.0,722.0,6.9501,225700.0,3,214308.63330351165,-481261.1592509751
5.0,10534.0,2035.0,4656.0,1863.0,5.7797,309200.0,3,216134.29450096504,-480108.92359792814
4.0,10175.0,2181.0,4762.0,1929.0,4.7341,237400.0,3,216162.9865498307,-481219.7339397338
6.0,10395.0,1915.0,4783.0,1811.0,5.928,239900.0,3,215259.2668258109,-482343.5357837882
4.0,5687.0,970.0,2677.0,938.0,6.5069,243400.0,3,218887.5063055621,-478929.13915725425
6.0,211.0,51.0,125.0,44.0,1.9659,500001.0,3,213221.09583383155,-474635.34767497703
15.0,5394.0,748.0,2383.0,706.0,7.5619,302000.0,3,214329.8463521793,-482370.437722086
15.0,5743.0,773.0,2380.0,773.0,8.1926,326600.0,3,213429.15341405876,-483500.03972075135
23.0,1444.0,260.0,792.0,253.0,4.9079,273800.0,3,214390.77828865254,-484583.3815402426
18.0,3783.0,654.0,1843.0,623.0,5.7559,215800.0,3,214362.74613150005,-483478.44717937196
16.0,2592.0,372.0,1279.0,383.0,6.9741,262000.0,3,214360.5309997563,-483482.5134361489
9.0,5206.0,992.0,4660.0,978.0,2.885,162500.0,3,202123.18897141592,-476000.8793241554
24.0,3260.0,458.0,1383.0,442.0,6.5987,272800.0,3,202096.54195547962,-474900.01700734487
17.0,1063.0,189.0,363.0,183.0,2.1719,261300.0,3,202998.27295314163,-473762.5916192569
16.0,2617.0,506.0,1317.0,511.0,4.821,201400.0,3,203951.48005552357,-474853.240159892
16.0,2666.0,387.0,1227.0,347.0,7.3769,302400.0,3,203049.79687662233,-475984.5735882721
24.0,3477.0,462.0,1593.0,484.0,6.8634,276500.0,3,202098.46701043227,-474902.2084069913
15.0,1392.0,267.0,681.0,263.0,5.4248,187200.0,3,206783.35416887392,-477002.2184630572
14.0,1413.0,372.0,744.0,338.0,3.7988,184100.0,3,206810.29831876588,-478117.43917351356
15.0,500.0,113.0,261.0,116.0,5.0631,154000.0,3,206808.31508479305,-478112.16751268227
16.0,1666.0,341.0,479.0,336.0,2.1406,55000.0,3,206808.71851842428,-478115.45588494604
16.0,4702.0,806.0,2529.0,814.0,5.1299,238900.0,3,205875.84763917077,-478137.01809032075
19.0,2500.0,331.0,1027.0,327.0,6.115,315600.0,3,205910.18940044026,-479249.3367293887
16.0,3400.0,501.0,1575.0,488.0,6.0961,295500.0,3,205879.6406619393,-478141.6296377783
16.0,2745.0,447.0,1429.0,411.0,6.8219,325500.0,3,204029.0055349937,-478174.72135586385
16.0,1532.0,240.0,679.0,248.0,5.7115,313900.0,3,204951.95813663365,-478154.7437731372
16.0,1998.0,308.0,818.0,299.0,6.8722,326100.0,3,204982.1697114544,-479270.9148234762
14.0,2635.0,516.0,1150.0,499.0,4.4391,306700.0,3,204053.29100021478,-479293.36853202665
14.0,1800.0,362.0,874.0,373.0,4.2083,251000.0,3,204024.57656946866,-478179.49548837077
15.0,2099.0,322.0,873.0,307.0,7.9887,328000.0,3,204027.2181834667,-478183.2369568595
5.0,623.0,146.0,396.0,136.0,3.631,225000.0,3,204052.67530677415,-479290.26049183635
8.0,2032.0,349.0,862.0,340.0,6.9133,274100.0,3,204054.83812942714,-479288.2627039682
8.0,2098.0,342.0,908.0,329.0,7.7589,342900.0,3,203146.95531130474,-480420.63787485054
8.0,2440.0,502.0,1113.0,483.0,4.6019,242500.0,3,203150.31463916652,-480422.55519826664
9.0,1567.0,299.0,675.0,294.0,5.2124,199600.0,3,203151.64461594072,-480413.1694727312
9.0,2435.0,396.0,1194.0,385.0,7.2025,275000.0,3,203151.3967417671,-480415.26037783315
9.0,3279.0,530.0,1447.0,510.0,7.4581,296600.0,3,203149.17067076566,-480413.7058733525
8.0,1964.0,413.0,913.0,406.0,5.1583,192200.0,3,203126.87599725832,-479311.0360606755
15.0,1834.0,330.0,841.0,309.0,6.0634,234300.0,3,205907.72908594945,-479241.83478959557
14.0,1750.0,336.0,852.0,300.0,4.6793,236800.0,3,205908.0888270177,-479241.8035236867
13.0,2636.0,416.0,1137.0,404.0,7.2118,311500.0,3,204975.04912690967,-479267.3607035419
11.0,1994.0,477.0,849.0,411.0,4.0187,235600.0,3,205907.53314441518,-479240.7359119961
9.0,1633.0,295.0,928.0,297.0,5.7858,265900.0,3,204982.6670631717,-479266.8802012475
10.0,2106.0,319.0,1002.0,332.0,8.735,375300.0,3,204978.96538598888,-479266.27983779367
5.0,2638.0,521.0,1179.0,480.0,5.7759,240000.0,3,204080.60456170733,-480392.6837081723
5.0,2487.0,388.0,1147.0,397.0,8.284,302500.0,3,204077.82056141188,-480396.02705748007
4.0,3345.0,552.0,1525.0,539.0,6.7962,329100.0,3,204082.1058831926,-480399.8889199514
5.0,1256.0,256.0,880.0,288.0,2.4233,450000.0,3,203095.62203202926,-478204.3169773868
4.0,1545.0,304.0,788.0,296.0,4.5469,500001.0,3,203121.63705903964,-479315.0471614674
4.0,1346.0,213.0,603.0,219.0,8.7974,360600.0,3,202198.96635323216,-479327.31891729636
3.0,3068.0,494.0,1357.0,486.0,7.9187,333600.0,3,202198.87409947926,-479332.09130336624
17.0,2895.0,439.0,1588.0,450.0,6.276,290700.0,3,202219.09753449837,-480441.767594717
4.0,3226.0,838.0,1666.0,800.0,4.1652,184500.0,3,201267.7905061397,-479354.7834734814
3.0,7105.0,1459.0,3068.0,1241.0,6.1395,358000.0,3,202194.31546709503,-479327.12686924124
12.0,4329.0,1068.0,1913.0,978.0,4.5094,160200.0,3,206862.08984763373,-480330.20928876195
10.0,2815.0,431.0,1181.0,398.0,6.5743,278700.0,3,206728.75269184174,-474788.2692609234
9.0,2153.0,316.0,954.0,324.0,7.8139,304700.0,3,206725.55624306377,-474794.1284416579
13.0,1939.0,247.0,928.0,244.0,8.1111,379800.0,3,206759.8824819429,-475901.47769251885
5.0,4050.0,584.0,1986.0,598.0,7.5847,375700.0,3,206756.7338916549,-475895.1027418943
4.0,1646.0,321.0,859.0,300.0,5.5631,227800.0,3,206753.5563766686,-475898.5777063463
16.0,2207.0,291.0,1081.0,308.0,7.3518,331200.0,3,205831.14604431627,-475915.66654231166
4.0,974.0,232.0,428.0,203.0,4.6141,195400.0,3,205829.41167442303,-475914.1829920844
3.0,8240.0,1410.0,3318.0,1270.0,7.2074,291300.0,3,204852.7120483113,-473719.72447887063
16.0,1663.0,250.0,597.0,204.0,5.409,233900.0,3,205855.69336348303,-477024.0279596597
16.0,6259.0,1098.0,3785.0,1114.0,6.3298,247100.0,3,204925.3804992087,-477046.9756510868
16.0,3114.0,463.0,1641.0,469.0,6.2162,283200.0,3,204897.05159883335,-475939.6934217736
16.0,6339.0,862.0,3132.0,825.0,7.1069,313400.0,3,204902.65008123723,-475939.00813208986
6.0,1593.0,371.0,832.0,379.0,4.4286,239500.0,3,204925.7800851325,-477052.15310873976
5.0,1549.0,378.0,735.0,355.0,5.2923,194000.0,3,204003.29021678073,-477065.5760104405
16.0,1416.0,249.0,636.0,244.0,5.1741,227700.0,3,204928.10086867548,-477052.48025856167
15.0,1875.0,316.0,890.0,316.0,6.5783,244800.0,3,204952.18654766522,-478155.6689169677
16.0,3067.0,396.0,1275.0,372.0,8.7385,340000.0,3,204949.98155464936,-478162.78149579
13.0,1161.0,289.0,630.0,296.0,3.3438,333300.0,3,204023.0512793874,-478179.58805057034
38.0,1757.0,464.0,821.0,426.0,4.1304,433300.0,3,204385.61757642374,-493695.6340531907
36.0,2057.0,329.0,658.0,309.0,7.866,500001.0,3,205292.78894437282,-492568.5989167029
24.0,6258.0,1003.0,1730.0,752.0,10.9601,500001.0,3,203430.58781504366,-492615.70573527087
35.0,2067.0,428.0,724.0,377.0,5.8371,500001.0,3,204387.65620993878,-493694.90996369766
33.0,247.0,80.0,167.0,70.0,3.7059,237500.0,3,207046.72357338003,-488093.55102479784
41.0,2017.0,489.0,783.0,403.0,4.1591,500001.0,3,204437.2679094687,-495918.1332228589
29.0,1421.0,462.0,520.0,339.0,2.2969,450000.0,3,206271.96851678574,-494757.94521701336
39.0,5066.0,1292.0,1915.0,1117.0,3.821,452100.0,3,205314.07841405374,-493680.08201731695
21.0,8711.0,1544.0,3173.0,1396.0,5.0907,378200.0,3,209056.06581683768,-494693.6666934006
29.0,3590.0,772.0,1070.0,603.0,4.4464,500001.0,3,207273.9536104215,-498070.7749313428
28.0,2024.0,297.0,617.0,274.0,6.7861,499100.0,3,207174.11247841935,-493628.10792899784
5.0,11976.0,2495.0,4327.0,2009.0,4.8488,194400.0,3,210833.32484821556,-491324.75363890827
